T	dT	f	X	dX	Y	dY	A	dA	phi	dphi
5,356E+1	3,752E-1	2,730E+2	-2,763E-6	1,566E-7	1,294E-5	1,842E-7	1,323E-5	2,417E-7	1,781E+0	1,041E-1
5,356E+1	3,752E-1	2,732E+2	-3,205E-6	1,422E-7	1,303E-5	1,904E-7	1,342E-5	2,377E-7	1,812E+0	8,465E-2
5,356E+1	3,752E-1	2,735E+2	-3,275E-6	1,527E-7	1,364E-5	1,689E-7	1,403E-5	2,277E-7	1,806E+0	8,713E-2
5,356E+1	3,752E-1	2,738E+2	-3,160E-6	1,522E-7	1,456E-5	1,991E-7	1,490E-5	2,506E-7	1,784E+0	8,932E-2
5,356E+1	3,752E-1	2,740E+2	-2,907E-6	1,954E-7	1,476E-5	2,153E-7	1,504E-5	2,907E-7	1,765E+0	1,214E-1
5,356E+1	3,752E-1	2,742E+2	-3,138E-6	1,700E-7	1,555E-5	1,888E-7	1,587E-5	2,541E-7	1,770E+0	9,826E-2
5,356E+1	3,752E-1	2,745E+2	-3,265E-6	1,671E-7	1,644E-5	1,605E-7	1,676E-5	2,317E-7	1,767E+0	9,204E-2
5,356E+1	3,752E-1	2,748E+2	-3,112E-6	1,314E-7	1,700E-5	1,380E-7	1,728E-5	1,906E-7	1,752E+0	7,533E-2
5,356E+1	3,752E-1	2,750E+2	-3,560E-6	9,344E-8	1,753E-5	1,153E-7	1,789E-5	1,484E-7	1,771E+0	4,793E-2
5,356E+1	3,752E-1	2,752E+2	-2,430E-6	1,755E-7	1,936E-5	1,811E-7	1,951E-5	2,522E-7	1,696E+0	1,235E-1
5,356E+1	3,752E-1	2,755E+2	-2,730E-6	1,420E-7	2,004E-5	2,027E-7	2,022E-5	2,475E-7	1,706E+0	9,044E-2
5,356E+1	3,752E-1	2,758E+2	-2,965E-6	1,339E-7	2,093E-5	1,479E-7	2,114E-5	1,995E-7	1,712E+0	7,822E-2
5,356E+1	3,752E-1	2,760E+2	-1,905E-6	1,434E-7	2,302E-5	1,683E-7	2,309E-5	2,211E-7	1,653E+0	1,250E-1
5,356E+1	3,752E-1	2,762E+2	-2,322E-6	1,509E-7	2,409E-5	2,158E-7	2,421E-5	2,633E-7	1,667E+0	1,093E-1
5,356E+1	3,752E-1	2,765E+2	-1,862E-6	1,517E-7	2,598E-5	1,970E-7	2,605E-5	2,486E-7	1,642E+0	1,343E-1
5,356E+1	3,752E-1	2,768E+2	-1,485E-6	1,601E-7	2,784E-5	1,846E-7	2,788E-5	2,443E-7	1,624E+0	1,754E-1
5,356E+1	3,752E-1	2,770E+2	-9,550E-7	1,959E-7	2,959E-5	1,779E-7	2,960E-5	2,646E-7	1,603E+0	3,290E-1
5,356E+1	3,752E-1	2,772E+2	-1,100E-7	1,655E-7	3,252E-5	2,171E-7	3,252E-5	2,730E-7	1,574E+0	2,369E+0
5,356E+1	3,752E-1	2,775E+2	1,398E-6	1,796E-7	3,541E-5	1,785E-7	3,543E-5	2,532E-7	1,531E+0	1,970E-1
5,356E+1	3,752E-1	2,778E+2	3,215E-6	2,356E-7	3,921E-5	2,016E-7	3,934E-5	3,100E-7	1,489E+0	1,094E-1
5,356E+1	3,752E-1	2,780E+2	6,175E-6	2,882E-7	4,319E-5	3,064E-7	4,363E-5	4,206E-7	1,429E+0	6,744E-2
5,356E+1	3,752E-1	2,782E+2	1,057E-5	3,196E-7	4,771E-5	3,184E-7	4,887E-5	4,511E-7	1,353E+0	4,190E-2
5,356E+1	3,752E-1	2,785E+2	1,470E-5	3,570E-7	5,229E-5	2,861E-7	5,432E-5	4,575E-7	1,297E+0	3,227E-2
5,356E+1	3,752E-1	2,788E+2	2,393E-5	7,576E-7	5,717E-5	3,603E-7	6,198E-5	8,389E-7	1,174E+0	3,792E-2
5,356E+1	3,752E-1	2,790E+2	3,565E-5	8,986E-7	6,025E-5	2,995E-7	7,001E-5	9,472E-7	1,036E+0	2,662E-2
5,356E+1	3,752E-1	2,792E+2	5,303E-5	1,233E-6	5,831E-5	2,912E-7	7,882E-5	1,267E-6	8,327E-1	1,980E-2
5,356E+1	3,752E-1	2,795E+2	7,062E-5	1,297E-6	4,866E-5	6,312E-7	8,575E-5	1,442E-6	6,033E-1	1,357E-2
5,356E+1	3,752E-1	2,798E+2	8,208E-5	8,285E-7	3,139E-5	8,906E-7	8,788E-5	1,216E-6	3,652E-1	1,100E-2
5,356E+1	3,752E-1	2,800E+2	8,485E-5	3,311E-7	9,268E-6	1,214E-6	8,535E-5	1,258E-6	1,088E-1	1,426E-2
5,356E+1	3,752E-1	2,802E+2	7,790E-5	6,959E-7	-8,768E-6	9,012E-7	7,839E-5	1,139E-6	-1,121E-1	-1,156E-2
5,356E+1	3,752E-1	2,805E+2	6,642E-5	7,630E-7	-1,985E-5	6,538E-7	6,933E-5	1,005E-6	-2,904E-1	-1,013E-2
5,356E+1	3,752E-1	2,808E+2	5,632E-5	8,482E-7	-2,571E-5	3,589E-7	6,191E-5	9,211E-7	-4,283E-1	-8,796E-3
5,356E+1	3,752E-1	2,810E+2	4,673E-5	7,530E-7	-2,831E-5	1,978E-7	5,463E-5	7,785E-7	-5,446E-1	-9,566E-3
5,356E+1	3,752E-1	2,812E+2	3,922E-5	5,812E-7	-2,758E-5	2,558E-7	4,795E-5	6,350E-7	-6,129E-1	-1,071E-2
5,356E+1	3,752E-1	2,815E+2	3,318E-5	4,208E-7	-2,725E-5	1,947E-7	4,294E-5	4,636E-7	-6,875E-1	-1,001E-2
5,356E+1	3,752E-1	2,818E+2	2,835E-5	3,316E-7	-2,627E-5	1,966E-7	3,865E-5	3,855E-7	-7,473E-1	-1,038E-2
5,356E+1	3,752E-1	2,820E+2	2,416E-5	3,342E-7	-2,485E-5	1,957E-7	3,467E-5	3,873E-7	-7,995E-1	-1,272E-2
5,356E+1	3,752E-1	2,822E+2	2,134E-5	2,566E-7	-2,407E-5	2,360E-7	3,217E-5	3,486E-7	-8,455E-1	-1,312E-2
5,356E+1	3,752E-1	2,825E+2	1,899E-5	2,890E-7	-2,260E-5	1,853E-7	2,952E-5	3,433E-7	-8,721E-1	-1,507E-2
5,356E+1	3,752E-1	2,828E+2	1,723E-5	2,694E-7	-2,085E-5	1,961E-7	2,705E-5	3,332E-7	-8,802E-1	-1,606E-2
5,356E+1	3,752E-1	2,830E+2	1,561E-5	2,769E-7	-2,021E-5	2,221E-7	2,554E-5	3,550E-7	-9,130E-1	-1,905E-2
5,356E+1	3,752E-1	2,832E+2	1,349E-5	2,462E-7	-1,822E-5	1,639E-7	2,267E-5	2,958E-7	-9,335E-1	-1,899E-2
5,356E+1	3,752E-1	2,835E+2	1,281E-5	2,072E-7	-1,788E-5	2,144E-7	2,200E-5	2,982E-7	-9,493E-1	-1,911E-2
5,356E+1	3,752E-1	2,838E+2	1,182E-5	1,828E-7	-1,717E-5	2,037E-7	2,085E-5	2,737E-7	-9,680E-1	-1,886E-2
5,356E+1	3,752E-1	2,840E+2	1,097E-5	2,718E-7	-1,652E-5	1,587E-7	1,983E-5	3,147E-7	-9,844E-1	-2,614E-2
5,356E+1	3,752E-1	2,842E+2	1,001E-5	1,958E-7	-1,579E-5	2,458E-7	1,870E-5	3,143E-7	-1,006E+0	-2,514E-2
5,356E+1	3,752E-1	2,845E+2	9,437E-6	3,670E-7	-1,530E-5	3,298E-7	1,798E-5	4,934E-7	-1,018E+0	-4,527E-2
5,356E+1	3,752E-1	2,848E+2	8,905E-6	1,943E-7	-1,395E-5	2,105E-7	1,655E-5	2,864E-7	-1,003E+0	-2,659E-2
5,356E+1	3,752E-1	2,850E+2	8,668E-6	2,486E-7	-1,353E-5	2,430E-7	1,607E-5	3,477E-7	-1,001E+0	-3,388E-2
5,356E+1	3,752E-1	2,852E+2	7,575E-6	1,887E-7	-1,316E-5	2,461E-7	1,518E-5	3,101E-7	-1,049E+0	-3,266E-2
5,356E+1	3,752E-1	2,855E+2	7,412E-6	2,376E-7	-1,223E-5	1,707E-7	1,431E-5	2,926E-7	-1,026E+0	-3,588E-2
5,356E+1	3,752E-1	2,858E+2	7,298E-6	1,855E-7	-1,209E-5	1,408E-7	1,412E-5	2,329E-7	-1,028E+0	-2,873E-2
5,356E+1	3,752E-1	2,860E+2	6,768E-6	2,034E-7	-1,199E-5	1,380E-7	1,377E-5	2,458E-7	-1,057E+0	-3,402E-2
5,356E+1	3,752E-1	2,862E+2	6,335E-6	1,774E-7	-1,128E-5	1,318E-7	1,294E-5	2,210E-7	-1,059E+0	-3,214E-2
5,356E+1	3,752E-1	2,865E+2	6,150E-6	1,557E-7	-1,094E-5	1,933E-7	1,255E-5	2,482E-7	-1,059E+0	-3,268E-2
5,356E+1	3,752E-1	2,868E+2	5,615E-6	1,469E-7	-1,086E-5	1,698E-7	1,223E-5	2,245E-7	-1,094E+0	-3,333E-2
5,356E+1	3,752E-1	2,870E+2	5,395E-6	1,200E-7	-1,025E-5	1,350E-7	1,158E-5	1,807E-7	-1,086E+0	-2,809E-2
5,356E+1	3,752E-1	2,872E+2	5,493E-6	1,056E-7	-9,913E-6	1,541E-7	1,133E-5	1,868E-7	-1,065E+0	-2,633E-2
5,356E+1	3,752E-1	2,875E+2	5,243E-6	1,499E-7	-9,753E-6	1,195E-7	1,107E-5	1,917E-7	-1,078E+0	-3,353E-2
5,356E+1	3,752E-1	2,878E+2	5,020E-6	1,592E-7	-9,392E-6	1,404E-7	1,065E-5	2,122E-7	-1,080E+0	-3,785E-2
5,356E+1	3,752E-1	2,880E+2	4,785E-6	1,084E-7	-9,472E-6	1,887E-7	1,061E-5	2,177E-7	-1,103E+0	-3,328E-2
5,356E+1	3,752E-1	2,882E+2	4,518E-6	1,491E-7	-8,857E-6	1,215E-7	9,943E-6	1,923E-7	-1,099E+0	-3,928E-2
5,356E+1	3,752E-1	2,885E+2	4,577E-6	1,248E-7	-8,922E-6	1,076E-7	1,003E-5	1,648E-7	-1,097E+0	-3,269E-2
5,356E+1	3,752E-1	2,888E+2	4,125E-6	1,349E-7	-8,672E-6	1,808E-7	9,604E-6	2,256E-7	-1,127E+0	-4,371E-2
5,356E+1	3,752E-1	2,890E+2	4,273E-6	1,365E-7	-8,218E-6	9,975E-8	9,262E-6	1,691E-7	-1,091E+0	-3,730E-2
5,356E+1	3,752E-1	2,892E+2	3,870E-6	9,490E-8	-8,347E-6	1,336E-7	9,201E-6	1,639E-7	-1,137E+0	-3,328E-2
5,356E+1	3,752E-1	2,895E+2	4,018E-6	1,149E-7	-7,815E-6	1,532E-7	8,787E-6	1,915E-7	-1,096E+0	-3,800E-2
5,356E+1	3,752E-1	2,898E+2	3,807E-6	1,735E-7	-7,528E-6	1,457E-7	8,436E-6	2,266E-7	-1,103E+0	-5,459E-2
5,356E+1	3,752E-1	2,900E+2	3,772E-6	1,613E-7	-7,270E-6	1,416E-7	8,191E-6	2,147E-7	-1,092E+0	-5,132E-2
5,356E+1	3,752E-1	2,902E+2	3,655E-6	1,291E-7	-7,240E-6	1,343E-7	8,110E-6	1,863E-7	-1,103E+0	-4,402E-2
5,356E+1	3,752E-1	2,905E+2	3,583E-6	1,287E-7	-7,030E-6	1,355E-7	7,890E-6	1,868E-7	-1,099E+0	-4,481E-2
5,356E+1	3,752E-1	2,908E+2	3,232E-6	1,156E-7	-7,070E-6	9,956E-8	7,774E-6	1,526E-7	-1,142E+0	-4,388E-2
5,356E+1	3,752E-1	2,910E+2	3,592E-6	1,081E-7	-6,570E-6	1,272E-7	7,488E-6	1,669E-7	-1,070E+0	-3,830E-2
5,356E+1	3,752E-1	2,912E+2	3,398E-6	1,234E-7	-6,682E-6	1,397E-7	7,497E-6	1,864E-7	-1,100E+0	-4,611E-2
5,356E+1	3,752E-1	2,915E+2	3,400E-6	1,012E-7	-6,517E-6	1,458E-7	7,351E-6	1,775E-7	-1,090E+0	-4,060E-2
5,356E+1	3,752E-1	2,918E+2	3,018E-6	1,528E-7	-6,335E-6	1,003E-7	7,017E-6	1,828E-7	-1,126E+0	-5,975E-2
5,356E+1	3,752E-1	2,920E+2	2,800E-6	1,517E-7	-6,318E-6	9,823E-8	6,910E-6	1,807E-7	-1,154E+0	-6,501E-2
5,356E+1	3,752E-1	2,922E+2	2,930E-6	1,306E-7	-5,925E-6	1,286E-7	6,610E-6	1,832E-7	-1,112E+0	-5,509E-2
5,356E+1	3,752E-1	2,925E+2	2,750E-6	1,938E-7	-6,408E-6	1,587E-7	6,973E-6	2,505E-7	-1,165E+0	-8,704E-2
5,356E+1	3,752E-1	2,928E+2	2,925E-6	1,855E-7	-5,812E-6	1,418E-7	6,507E-6	2,335E-7	-1,105E+0	-7,505E-2
5,356E+1	3,752E-1	2,930E+2	3,062E-6	1,319E-7	-5,817E-6	1,688E-7	6,574E-6	2,142E-7	-1,086E+0	-5,641E-2
5,356E+1	3,752E-1	2,932E+2	2,622E-6	1,291E-7	-5,153E-6	1,477E-7	5,782E-6	1,962E-7	-1,100E+0	-6,268E-2
5,356E+1	3,752E-1	2,935E+2	2,275E-6	2,022E-7	-5,815E-6	1,551E-7	6,244E-6	2,548E-7	-1,198E+0	-1,112E-1
5,356E+1	3,752E-1	2,938E+2	2,515E-6	1,708E-7	-5,218E-6	1,292E-7	5,792E-6	2,141E-7	-1,122E+0	-8,106E-2
5,356E+1	3,752E-1	2,940E+2	2,447E-6	1,365E-7	-5,223E-6	1,574E-7	5,768E-6	2,083E-7	-1,133E+0	-7,180E-2
5,356E+1	3,752E-1	2,942E+2	2,510E-6	1,107E-7	-5,182E-6	1,316E-7	5,758E-6	1,720E-7	-1,120E+0	-5,699E-2
5,356E+1	3,752E-1	2,945E+2	2,130E-6	1,500E-7	-5,370E-6	1,894E-7	5,777E-6	2,416E-7	-1,193E+0	-9,399E-2
5,356E+1	3,752E-1	2,948E+2	2,080E-6	1,190E-7	-5,030E-6	1,709E-7	5,443E-6	2,082E-7	-1,179E+0	-7,841E-2
5,356E+1	3,752E-1	2,950E+2	2,045E-6	1,824E-7	-4,983E-6	1,656E-7	5,386E-6	2,463E-7	-1,181E+0	-1,124E-1
5,356E+1	3,752E-1	2,952E+2	2,122E-6	1,659E-7	-5,018E-6	1,545E-7	5,448E-6	2,267E-7	-1,171E+0	-9,836E-2
5,356E+1	3,752E-1	2,955E+2	2,082E-6	1,638E-7	-4,827E-6	1,151E-7	5,258E-6	2,002E-7	-1,164E+0	-9,561E-2
5,356E+1	3,752E-1	2,958E+2	2,115E-6	1,218E-7	-4,705E-6	1,676E-7	5,159E-6	2,072E-7	-1,148E+0	-7,777E-2
5,356E+1	3,752E-1	2,960E+2	2,437E-6	1,830E-7	-4,583E-6	1,570E-7	5,190E-6	2,411E-7	-1,082E+0	-8,927E-2
5,356E+1	3,752E-1	2,962E+2	1,762E-6	1,779E-7	-4,630E-6	1,170E-7	4,954E-6	2,129E-7	-1,207E+0	-1,256E-1
5,356E+1	3,752E-1	2,965E+2	1,950E-6	1,572E-7	-4,417E-6	1,660E-7	4,829E-6	2,287E-7	-1,155E+0	-1,028E-1
5,356E+1	3,752E-1	2,968E+2	1,945E-6	1,760E-7	-4,810E-6	1,279E-7	5,188E-6	2,176E-7	-1,187E+0	-1,119E-1
5,356E+1	3,752E-1	2,970E+2	2,808E-6	2,215E-7	-4,875E-6	1,835E-7	5,626E-6	2,876E-7	-1,048E+0	-9,164E-2
5,356E+1	3,752E-1	2,972E+2	2,043E-6	2,497E-7	-4,378E-6	2,459E-7	4,831E-6	3,505E-7	-1,134E+0	-1,526E-1
5,356E+1	3,752E-1	2,975E+2	2,018E-6	3,491E-7	-4,543E-6	2,737E-7	4,970E-6	4,436E-7	-1,153E+0	-2,112E-1
5,356E+1	3,752E-1	2,978E+2	1,752E-6	3,239E-7	-4,407E-6	3,378E-7	4,743E-6	4,680E-7	-1,192E+0	-2,386E-1
5,356E+1	3,752E-1	2,980E+2	2,742E-6	2,922E-7	-2,810E-6	2,680E-7	3,927E-6	3,965E-7	-7,976E-1	-1,141E-1
5,356E+1	3,752E-1	2,982E+2	1,822E-6	4,457E-7	-3,835E-6	3,911E-7	4,246E-6	5,929E-7	-1,127E+0	-2,986E-1
5,356E+1	3,752E-1	2,985E+2	1,645E-6	4,268E-7	-4,505E-6	5,267E-7	4,796E-6	6,779E-7	-1,221E+0	-3,474E-1
5,302E+1	1,414E-1	2,612E+2	1,205E-1	8,293E-2	6,025E-2	6,025E-2	1,347E-1	1,025E-1	4,637E-1	5,629E-1
5,302E+1	1,414E-1	2,615E+2	-1,495E-6	6,858E-7	4,518E-6	6,662E-7	4,758E-6	9,561E-7	1,890E+0	9,109E-1
5,302E+1	1,414E-1	2,618E+2	-1,383E-6	5,738E-7	4,988E-6	6,723E-7	5,176E-6	8,839E-7	1,841E+0	8,035E-1
5,302E+1	1,414E-1	2,620E+2	-2,312E-6	5,389E-7	5,238E-6	5,891E-7	5,725E-6	7,984E-7	1,987E+0	5,141E-1
5,302E+1	1,414E-1	2,622E+2	-1,123E-6	5,980E-7	5,022E-6	4,659E-7	5,146E-6	7,581E-7	1,791E+0	9,684E-1
5,302E+1	1,414E-1	2,625E+2	-1,680E-6	5,459E-7	4,822E-6	5,830E-7	5,107E-6	7,986E-7	1,906E+0	6,608E-1
5,302E+1	1,414E-1	2,628E+2	-1,650E-6	4,995E-7	5,405E-6	5,037E-7	5,651E-6	7,093E-7	1,867E+0	5,914E-1
5,302E+1	1,414E-1	2,630E+2	-1,738E-6	4,454E-7	4,217E-6	5,244E-7	4,561E-6	6,880E-7	1,962E+0	5,588E-1
5,302E+1	1,414E-1	2,632E+2	-1,907E-6	4,618E-7	5,312E-6	4,860E-7	5,645E-6	6,704E-7	1,916E+0	4,957E-1
5,302E+1	1,414E-1	2,635E+2	-1,660E-6	4,188E-7	5,243E-6	6,419E-7	5,499E-6	7,664E-7	1,877E+0	5,265E-1
5,302E+1	1,414E-1	2,638E+2	-1,560E-6	4,229E-7	5,173E-6	4,622E-7	5,403E-6	6,265E-7	1,864E+0	5,319E-1
5,302E+1	1,414E-1	2,640E+2	-1,600E-6	4,425E-7	5,677E-6	3,936E-7	5,899E-6	5,922E-7	1,845E+0	5,262E-1
5,302E+1	1,414E-1	2,642E+2	-1,870E-6	4,142E-7	5,303E-6	4,405E-7	5,623E-6	6,047E-7	1,910E+0	4,518E-1
5,302E+1	1,414E-1	2,645E+2	-1,578E-6	3,444E-7	5,518E-6	3,787E-7	5,739E-6	5,119E-7	1,849E+0	4,232E-1
5,302E+1	1,414E-1	2,648E+2	-1,895E-6	4,202E-7	5,212E-6	3,594E-7	5,546E-6	5,529E-7	1,919E+0	4,457E-1
5,302E+1	1,414E-1	2,650E+2	-2,100E-6	3,149E-7	4,265E-6	2,732E-7	4,754E-6	4,169E-7	2,028E+0	3,308E-1
5,302E+1	1,414E-1	2,652E+2	-1,858E-6	3,109E-7	5,683E-6	3,614E-7	5,978E-6	4,767E-7	1,887E+0	3,378E-1
5,302E+1	1,414E-1	2,655E+2	-2,272E-6	3,532E-7	6,215E-6	2,844E-7	6,617E-6	4,535E-7	1,921E+0	3,113E-1
5,302E+1	1,414E-1	2,658E+2	-2,065E-6	3,440E-7	6,065E-6	3,098E-7	6,407E-6	4,629E-7	1,899E+0	3,309E-1
5,302E+1	1,414E-1	2,660E+2	-1,462E-6	2,888E-7	6,368E-6	3,266E-7	6,533E-6	4,360E-7	1,797E+0	3,665E-1
5,302E+1	1,414E-1	2,662E+2	-2,165E-6	2,853E-7	6,305E-6	3,239E-7	6,666E-6	4,317E-7	1,902E+0	2,690E-1
5,302E+1	1,414E-1	2,665E+2	-1,928E-6	2,692E-7	6,150E-6	2,791E-7	6,445E-6	3,877E-7	1,875E+0	2,752E-1
5,302E+1	1,414E-1	2,668E+2	-2,078E-6	3,014E-7	6,630E-6	2,429E-7	6,948E-6	3,871E-7	1,874E+0	2,805E-1
5,302E+1	1,414E-1	2,670E+2	-1,772E-6	3,203E-7	7,260E-6	3,080E-7	7,473E-6	4,444E-7	1,810E+0	3,360E-1
5,302E+1	1,414E-1	2,672E+2	-1,877E-6	3,146E-7	6,960E-6	2,795E-7	7,209E-6	4,208E-7	1,834E+0	3,161E-1
5,302E+1	1,414E-1	2,675E+2	-2,057E-6	3,140E-7	7,193E-6	2,797E-7	7,481E-6	4,205E-7	1,849E+0	2,912E-1
5,302E+1	1,414E-1	2,678E+2	-2,148E-6	2,700E-7	7,058E-6	2,332E-7	7,377E-6	3,568E-7	1,866E+0	2,426E-1
5,302E+1	1,414E-1	2,680E+2	-1,527E-6	3,531E-7	7,220E-6	3,345E-7	7,380E-6	4,864E-7	1,779E+0	4,195E-1
5,302E+1	1,414E-1	2,682E+2	-2,380E-6	2,334E-7	7,177E-6	2,190E-7	7,562E-6	3,200E-7	1,891E+0	1,942E-1
5,302E+1	1,414E-1	2,685E+2	-2,635E-6	2,671E-7	7,352E-6	2,541E-7	7,810E-6	3,687E-7	1,915E+0	2,051E-1
5,302E+1	1,414E-1	2,688E+2	-2,583E-6	3,072E-7	7,575E-6	2,588E-7	8,003E-6	4,016E-7	1,899E+0	2,350E-1
5,302E+1	1,414E-1	2,690E+2	-2,590E-6	3,182E-7	7,165E-6	2,058E-7	7,619E-6	3,790E-7	1,918E+0	2,420E-1
5,302E+1	1,414E-1	2,692E+2	-2,595E-6	2,627E-7	7,815E-6	2,767E-7	8,235E-6	3,815E-7	1,891E+0	2,028E-1
5,302E+1	1,414E-1	2,695E+2	-2,485E-6	3,655E-7	8,310E-6	2,738E-7	8,674E-6	4,566E-7	1,861E+0	2,805E-1
5,302E+1	1,414E-1	2,698E+2	-2,248E-6	3,135E-7	8,400E-6	2,978E-7	8,695E-6	4,324E-7	1,832E+0	2,637E-1
5,302E+1	1,414E-1	2,700E+2	-2,738E-6	3,197E-7	8,477E-6	2,710E-7	8,909E-6	4,191E-7	1,883E+0	2,280E-1
5,302E+1	1,414E-1	2,702E+2	-2,098E-6	3,647E-7	8,890E-6	3,596E-7	9,134E-6	5,122E-7	1,802E+0	3,218E-1
5,302E+1	1,414E-1	2,705E+2	-2,642E-6	2,682E-7	9,435E-6	2,668E-7	9,798E-6	3,784E-7	1,844E+0	1,943E-1
5,302E+1	1,414E-1	2,708E+2	-2,270E-6	2,550E-7	9,927E-6	3,099E-7	1,018E-5	4,013E-7	1,796E+0	2,094E-1
5,302E+1	1,414E-1	2,710E+2	-2,110E-6	2,543E-7	9,707E-6	2,365E-7	9,934E-6	3,473E-7	1,785E+0	2,195E-1
5,302E+1	1,414E-1	2,712E+2	-2,460E-6	2,874E-7	1,019E-5	2,973E-7	1,049E-5	4,135E-7	1,808E+0	2,177E-1
5,302E+1	1,414E-1	2,715E+2	-2,877E-6	2,956E-7	1,062E-5	2,457E-7	1,100E-5	3,844E-7	1,836E+0	1,933E-1
5,302E+1	1,414E-1	2,718E+2	-2,937E-6	2,857E-7	1,062E-5	2,772E-7	1,102E-5	3,981E-7	1,841E+0	1,854E-1
5,302E+1	1,414E-1	2,720E+2	-2,280E-6	2,631E-7	1,062E-5	1,782E-7	1,086E-5	3,177E-7	1,782E+0	2,078E-1
5,302E+1	1,414E-1	2,722E+2	-2,533E-6	2,539E-7	1,106E-5	2,354E-7	1,135E-5	3,462E-7	1,796E+0	1,840E-1
5,302E+1	1,414E-1	2,725E+2	-3,128E-6	2,045E-7	1,165E-5	2,316E-7	1,207E-5	3,089E-7	1,833E+0	1,253E-1
5,302E+1	1,414E-1	2,728E+2	-3,088E-6	2,769E-7	1,231E-5	2,132E-7	1,269E-5	3,495E-7	1,817E+0	1,659E-1
5,302E+1	1,414E-1	2,730E+2	-3,005E-6	2,176E-7	1,259E-5	2,068E-7	1,295E-5	3,002E-7	1,805E+0	1,341E-1
5,302E+1	1,414E-1	2,732E+2	-2,750E-6	1,940E-7	1,313E-5	2,353E-7	1,341E-5	3,050E-7	1,777E+0	1,293E-1
5,302E+1	1,414E-1	2,735E+2	-3,070E-6	2,172E-7	1,407E-5	2,205E-7	1,440E-5	3,095E-7	1,786E+0	1,294E-1
5,302E+1	1,414E-1	2,738E+2	-3,210E-6	1,733E-7	1,429E-5	2,307E-7	1,464E-5	2,885E-7	1,792E+0	1,010E-1
5,302E+1	1,414E-1	2,740E+2	-3,225E-6	1,286E-7	1,472E-5	1,950E-7	1,507E-5	2,336E-7	1,787E+0	7,506E-2
5,302E+1	1,414E-1	2,742E+2	-3,240E-6	2,233E-7	1,561E-5	1,767E-7	1,594E-5	2,847E-7	1,775E+0	1,240E-1
5,302E+1	1,414E-1	2,745E+2	-3,680E-6	1,697E-7	1,602E-5	1,715E-7	1,644E-5	2,413E-7	1,797E+0	8,507E-2
5,302E+1	1,414E-1	2,748E+2	-3,025E-6	2,219E-7	1,688E-5	2,052E-7	1,715E-5	3,023E-7	1,748E+0	1,300E-1
5,302E+1	1,414E-1	2,750E+2	-2,450E-6	1,992E-7	1,847E-5	2,708E-7	1,863E-5	3,362E-7	1,703E+0	1,407E-1
5,302E+1	1,414E-1	2,752E+2	-2,698E-6	1,956E-7	1,936E-5	1,639E-7	1,954E-5	2,552E-7	1,709E+0	1,248E-1
5,302E+1	1,414E-1	2,755E+2	-3,210E-6	1,907E-7	1,996E-5	1,572E-7	2,021E-5	2,472E-7	1,730E+0	1,037E-1
5,302E+1	1,414E-1	2,758E+2	-2,877E-6	2,434E-7	2,142E-5	2,264E-7	2,161E-5	3,324E-7	1,704E+0	1,453E-1
5,302E+1	1,414E-1	2,760E+2	-2,685E-6	2,038E-7	2,315E-5	2,358E-7	2,330E-5	3,117E-7	1,686E+0	1,292E-1
5,302E+1	1,414E-1	2,762E+2	-2,255E-6	2,317E-7	2,477E-5	1,801E-7	2,487E-5	2,935E-7	1,662E+0	1,712E-1
5,302E+1	1,414E-1	2,765E+2	-1,700E-6	1,964E-7	2,677E-5	2,374E-7	2,683E-5	3,081E-7	1,634E+0	1,894E-1
5,302E+1	1,414E-1	2,768E+2	-1,490E-6	2,352E-7	2,861E-5	2,123E-7	2,865E-5	3,168E-7	1,623E+0	2,564E-1
5,302E+1	1,414E-1	2,770E+2	-5,250E-7	2,388E-7	3,117E-5	2,961E-7	3,117E-5	3,804E-7	1,588E+0	7,223E-1
5,302E+1	1,414E-1	2,772E+2	5,450E-7	2,364E-7	3,343E-5	2,852E-7	3,343E-5	3,705E-7	1,554E+0	6,745E-1
5,302E+1	1,414E-1	2,775E+2	2,625E-6	2,274E-7	3,690E-5	2,801E-7	3,700E-5	3,608E-7	1,500E+0	1,304E-1
5,302E+1	1,414E-1	2,778E+2	4,747E-6	3,288E-7	4,112E-5	3,523E-7	4,140E-5	4,819E-7	1,456E+0	1,016E-1
5,302E+1	1,414E-1	2,780E+2	7,915E-6	4,203E-7	4,513E-5	4,266E-7	4,582E-5	5,988E-7	1,397E+0	7,536E-2
5,302E+1	1,414E-1	2,782E+2	1,330E-5	5,013E-7	4,989E-5	3,802E-7	5,163E-5	6,292E-7	1,310E+0	5,039E-2
5,302E+1	1,414E-1	2,785E+2	2,021E-5	5,756E-7	5,482E-5	4,438E-7	5,843E-5	7,268E-7	1,218E+0	3,605E-2
5,302E+1	1,414E-1	2,788E+2	2,909E-5	7,281E-7	5,849E-5	3,016E-7	6,532E-5	7,881E-7	1,109E+0	2,835E-2
5,302E+1	1,414E-1	2,790E+2	4,412E-5	1,062E-6	6,059E-5	3,147E-7	7,495E-5	1,107E-6	9,415E-1	2,318E-2
5,302E+1	1,414E-1	2,792E+2	6,155E-5	1,173E-6	5,459E-5	5,145E-7	8,227E-5	1,280E-6	7,255E-1	1,542E-2
5,302E+1	1,414E-1	2,795E+2	7,711E-5	1,278E-6	3,947E-5	7,682E-7	8,662E-5	1,491E-6	4,731E-1	1,210E-2
