T	dT	f	X	dX	Y	dY	A	dA	phi	dphi
3,838E+1	1,958E-1	2,680E+2	-2,250E-6	3,179E-7	6,920E-6	2,951E-7	7,277E-6	4,337E-7	1,885E+0	2,782E-1
3,838E+1	1,958E-1	2,682E+2	-2,290E-6	3,239E-7	6,808E-6	2,917E-7	7,182E-6	4,359E-7	1,895E+0	2,801E-1
3,838E+1	1,958E-1	2,685E+2	-1,997E-6	2,897E-7	7,057E-6	3,008E-7	7,335E-6	4,176E-7	1,847E+0	2,792E-1
3,838E+1	1,958E-1	2,688E+2	-2,010E-6	3,484E-7	7,283E-6	3,001E-7	7,555E-6	4,599E-7	1,840E+0	3,279E-1
3,838E+1	1,958E-1	2,690E+2	-2,127E-6	2,653E-7	7,500E-6	2,124E-7	7,796E-6	3,399E-7	1,847E+0	2,362E-1
3,838E+1	1,958E-1	2,692E+2	-2,410E-6	3,367E-7	7,692E-6	3,175E-7	8,061E-6	4,628E-7	1,874E+0	2,730E-1
3,838E+1	1,958E-1	2,695E+2	-2,142E-6	3,570E-7	7,977E-6	3,477E-7	8,260E-6	4,984E-7	1,833E+0	3,158E-1
3,838E+1	1,958E-1	2,698E+2	-2,050E-6	4,605E-7	7,895E-6	4,343E-7	8,157E-6	6,330E-7	1,825E+0	4,221E-1
3,838E+1	1,958E-1	2,700E+2	-2,445E-6	4,303E-7	9,408E-6	2,293E-7	9,720E-6	4,876E-7	1,825E+0	3,243E-1
3,838E+1	1,958E-1	2,702E+2	-2,245E-6	3,349E-7	8,398E-6	3,358E-7	8,692E-6	4,743E-7	1,832E+0	2,830E-1
3,838E+1	1,958E-1	2,705E+2	-2,240E-6	3,574E-7	8,740E-6	3,822E-7	9,022E-6	5,233E-7	1,822E+0	3,014E-1
3,838E+1	1,958E-1	2,708E+2	-2,445E-6	2,308E-7	8,898E-6	3,353E-7	9,227E-6	4,070E-7	1,839E+0	1,869E-1
3,838E+1	1,958E-1	2,710E+2	-2,165E-6	3,312E-7	8,477E-6	1,762E-7	8,750E-6	3,752E-7	1,821E+0	2,811E-1
3,838E+1	1,958E-1	2,712E+2	-2,470E-6	2,493E-7	9,172E-6	2,298E-7	9,499E-6	3,390E-7	1,834E+0	1,907E-1
3,838E+1	1,958E-1	2,715E+2	-2,312E-6	2,449E-7	9,302E-6	2,783E-7	9,586E-6	3,707E-7	1,814E+0	1,997E-1
3,838E+1	1,958E-1	2,718E+2	-2,535E-6	2,297E-7	9,732E-6	2,127E-7	1,006E-5	3,130E-7	1,826E+0	1,702E-1
3,838E+1	1,958E-1	2,720E+2	-3,205E-6	1,560E-7	9,805E-6	1,605E-7	1,032E-5	2,238E-7	1,887E+0	9,687E-2
3,838E+1	1,958E-1	2,722E+2	-2,735E-6	2,751E-7	1,019E-5	2,322E-7	1,055E-5	3,600E-7	1,833E+0	1,891E-1
3,838E+1	1,958E-1	2,725E+2	-2,505E-6	2,231E-7	1,080E-5	2,396E-7	1,109E-5	3,274E-7	1,799E+0	1,651E-1
3,838E+1	1,958E-1	2,728E+2	-2,845E-6	1,908E-7	1,096E-5	2,028E-7	1,132E-5	2,784E-7	1,825E+0	1,270E-1
3,838E+1	1,958E-1	2,730E+2	-2,957E-6	2,148E-7	1,117E-5	1,952E-7	1,155E-5	2,902E-7	1,830E+0	1,367E-1
3,838E+1	1,958E-1	2,732E+2	-3,215E-6	1,544E-7	1,195E-5	1,788E-7	1,237E-5	2,363E-7	1,834E+0	9,222E-2
3,838E+1	1,958E-1	2,735E+2	-3,130E-6	1,690E-7	1,234E-5	2,108E-7	1,273E-5	2,702E-7	1,819E+0	1,030E-1
3,838E+1	1,958E-1	2,738E+2	-3,117E-6	2,424E-7	1,252E-5	2,047E-7	1,290E-5	3,173E-7	1,815E+0	1,442E-1
3,838E+1	1,958E-1	2,740E+2	-2,620E-6	1,916E-7	1,307E-5	1,944E-7	1,333E-5	2,730E-7	1,769E+0	1,320E-1
3,838E+1	1,958E-1	2,742E+2	-3,065E-6	1,878E-7	1,399E-5	2,302E-7	1,432E-5	2,971E-7	1,787E+0	1,133E-1
3,838E+1	1,958E-1	2,745E+2	-3,038E-6	1,459E-7	1,444E-5	1,747E-7	1,476E-5	2,276E-7	1,778E+0	8,810E-2
3,838E+1	1,958E-1	2,748E+2	-3,140E-6	1,784E-7	1,486E-5	1,901E-7	1,519E-5	2,607E-7	1,779E+0	1,036E-1
3,838E+1	1,958E-1	2,750E+2	-2,915E-6	1,989E-7	1,594E-5	2,176E-7	1,620E-5	2,948E-7	1,752E+0	1,219E-1
3,838E+1	1,958E-1	2,752E+2	-2,767E-6	1,793E-7	1,651E-5	1,400E-7	1,674E-5	2,275E-7	1,737E+0	1,135E-1
3,838E+1	1,958E-1	2,755E+2	-3,195E-6	1,488E-7	1,707E-5	1,526E-7	1,737E-5	2,131E-7	1,756E+0	8,325E-2
3,838E+1	1,958E-1	2,758E+2	-3,095E-6	1,631E-7	1,794E-5	1,654E-7	1,820E-5	2,323E-7	1,742E+0	9,318E-2
3,838E+1	1,958E-1	2,760E+2	-3,263E-6	1,640E-7	1,907E-5	1,966E-7	1,935E-5	2,560E-7	1,740E+0	8,929E-2
3,838E+1	1,958E-1	2,762E+2	-3,105E-6	1,523E-7	2,033E-5	2,089E-7	2,056E-5	2,585E-7	1,722E+0	8,634E-2
3,838E+1	1,958E-1	2,765E+2	-2,680E-6	1,493E-7	2,138E-5	2,474E-7	2,155E-5	2,890E-7	1,695E+0	9,648E-2
3,838E+1	1,958E-1	2,768E+2	-2,778E-6	1,413E-7	2,297E-5	1,789E-7	2,314E-5	2,279E-7	1,691E+0	8,701E-2
3,838E+1	1,958E-1	2,770E+2	-2,455E-6	2,445E-7	2,460E-5	3,495E-7	2,472E-5	4,266E-7	1,670E+0	1,681E-1
3,838E+1	1,958E-1	2,772E+2	-1,985E-6	2,163E-7	2,665E-5	2,663E-7	2,672E-5	3,430E-7	1,645E+0	1,800E-1
3,838E+1	1,958E-1	2,775E+2	-1,662E-6	2,791E-7	2,859E-5	2,434E-7	2,864E-5	3,703E-7	1,629E+0	2,738E-1
3,838E+1	1,958E-1	2,778E+2	-9,775E-7	2,443E-7	3,112E-5	1,718E-7	3,114E-5	2,987E-7	1,602E+0	4,006E-1
3,838E+1	1,958E-1	2,780E+2	-3,000E-8	2,095E-7	3,391E-5	2,079E-7	3,391E-5	2,951E-7	1,572E+0	1,097E+1
3,838E+1	1,958E-1	2,782E+2	2,580E-6	2,329E-7	3,743E-5	2,919E-7	3,752E-5	3,734E-7	1,502E+0	1,361E-1
3,838E+1	1,958E-1	2,785E+2	3,830E-6	2,660E-7	4,134E-5	3,301E-7	4,152E-5	4,239E-7	1,478E+0	1,034E-1
3,838E+1	1,958E-1	2,788E+2	7,842E-6	3,242E-7	4,588E-5	4,242E-7	4,655E-5	5,339E-7	1,402E+0	5,937E-2
3,838E+1	1,958E-1	2,790E+2	1,354E-5	4,738E-7	5,105E-5	3,497E-7	5,281E-5	5,889E-7	1,312E+0	4,677E-2
3,838E+1	1,958E-1	2,792E+2	1,996E-5	5,610E-7	5,621E-5	3,357E-7	5,965E-5	6,538E-7	1,230E+0	3,533E-2
3,838E+1	1,958E-1	2,795E+2	3,011E-5	8,283E-7	5,995E-5	3,181E-7	6,708E-5	8,873E-7	1,105E+0	3,097E-2
3,838E+1	1,958E-1	2,798E+2	4,565E-5	1,116E-6	6,086E-5	2,938E-7	7,608E-5	1,154E-6	9,272E-1	2,310E-2
3,838E+1	1,958E-1	2,800E+2	6,368E-5	1,254E-6	5,443E-5	4,646E-7	8,378E-5	1,337E-6	7,072E-1	1,518E-2
3,838E+1	1,958E-1	2,802E+2	8,046E-5	1,138E-6	3,886E-5	8,611E-7	8,936E-5	1,427E-6	4,499E-1	1,183E-2
3,838E+1	1,958E-1	2,805E+2	8,656E-5	5,356E-7	1,710E-5	1,153E-6	8,823E-5	1,271E-6	1,951E-1	1,320E-2
3,838E+1	1,958E-1	2,808E+2	8,251E-5	4,559E-7	-4,300E-6	1,046E-6	8,262E-5	1,141E-6	-5,207E-2	-1,266E-2
3,838E+1	1,958E-1	2,810E+2	7,159E-5	7,465E-7	-1,899E-5	6,651E-7	7,406E-5	9,998E-7	-2,592E-1	-9,475E-3
3,838E+1	1,958E-1	2,812E+2	6,008E-5	8,194E-7	-2,469E-5	2,882E-7	6,496E-5	8,686E-7	-3,900E-1	-7,000E-3
3,838E+1	1,958E-1	2,815E+2	4,967E-5	7,437E-7	-2,819E-5	2,785E-7	5,711E-5	7,942E-7	-5,162E-1	-9,261E-3
3,838E+1	1,958E-1	2,818E+2	4,149E-5	6,050E-7	-2,877E-5	1,861E-7	5,049E-5	6,330E-7	-6,063E-1	-9,672E-3
3,838E+1	1,958E-1	2,820E+2	3,475E-5	4,885E-7	-2,864E-5	1,561E-7	4,503E-5	5,129E-7	-6,894E-1	-1,040E-2
3,838E+1	1,958E-1	2,822E+2	2,948E-5	3,422E-7	-2,613E-5	2,282E-7	3,939E-5	4,113E-7	-7,251E-1	-1,053E-2
3,838E+1	1,958E-1	2,825E+2	2,563E-5	3,958E-7	-2,501E-5	1,884E-7	3,581E-5	4,383E-7	-7,732E-1	-1,328E-2
3,838E+1	1,958E-1	2,828E+2	2,238E-5	2,954E-7	-2,397E-5	1,717E-7	3,279E-5	3,416E-7	-8,196E-1	-1,231E-2
3,838E+1	1,958E-1	2,830E+2	1,960E-5	2,710E-7	-2,267E-5	3,134E-7	2,997E-5	4,143E-7	-8,580E-1	-1,678E-2
3,838E+1	1,958E-1	2,832E+2	1,743E-5	3,193E-7	-2,176E-5	2,247E-7	2,788E-5	3,904E-7	-8,954E-1	-1,883E-2
3,838E+1	1,958E-1	2,835E+2	1,553E-5	3,143E-7	-2,064E-5	2,064E-7	2,583E-5	3,760E-7	-9,256E-1	-2,089E-2
3,838E+1	1,958E-1	2,838E+2	1,426E-5	2,216E-7	-1,895E-5	2,076E-7	2,372E-5	3,037E-7	-9,258E-1	-1,760E-2
3,838E+1	1,958E-1	2,840E+2	1,326E-5	1,493E-7	-1,821E-5	1,837E-7	2,253E-5	2,367E-7	-9,412E-1	-1,423E-2
3,838E+1	1,958E-1	2,842E+2	1,188E-5	1,471E-7	-1,703E-5	1,527E-7	2,077E-5	2,121E-7	-9,618E-1	-1,471E-2
3,838E+1	1,958E-1	2,845E+2	1,078E-5	1,660E-7	-1,670E-5	1,587E-7	1,988E-5	2,296E-7	-9,977E-1	-1,805E-2
3,838E+1	1,958E-1	2,848E+2	1,034E-5	1,462E-7	-1,549E-5	1,843E-7	1,863E-5	2,353E-7	-9,822E-1	-1,815E-2
3,838E+1	1,958E-1	2,850E+2	9,703E-6	2,060E-7	-1,496E-5	1,461E-7	1,783E-5	2,526E-7	-9,954E-1	-2,327E-2
3,838E+1	1,958E-1	2,852E+2	8,635E-6	2,117E-7	-1,476E-5	1,370E-7	1,710E-5	2,521E-7	-1,041E+0	-2,730E-2
3,838E+1	1,958E-1	2,855E+2	8,600E-6	1,556E-7	-1,420E-5	1,694E-7	1,660E-5	2,300E-7	-1,026E+0	-2,224E-2
3,838E+1	1,958E-1	2,858E+2	7,860E-6	1,761E-7	-1,340E-5	1,846E-7	1,553E-5	2,551E-7	-1,040E+0	-2,736E-2
3,838E+1	1,958E-1	2,860E+2	7,660E-6	1,345E-7	-1,268E-5	1,946E-7	1,481E-5	2,366E-7	-1,027E+0	-2,396E-2
3,838E+1	1,958E-1	2,862E+2	6,772E-6	1,670E-7	-1,247E-5	1,175E-7	1,419E-5	2,042E-7	-1,073E+0	-2,834E-2
3,838E+1	1,958E-1	2,865E+2	7,005E-6	1,488E-7	-1,189E-5	1,619E-7	1,380E-5	2,198E-7	-1,038E+0	-2,619E-2
3,838E+1	1,958E-1	2,868E+2	6,520E-6	1,484E-7	-1,171E-5	1,748E-7	1,340E-5	2,293E-7	-1,063E+0	-2,892E-2
3,838E+1	1,958E-1	2,870E+2	5,965E-6	2,393E-7	-1,100E-5	1,964E-7	1,251E-5	3,096E-7	-1,074E+0	-4,715E-2
3,838E+1	1,958E-1	2,872E+2	5,675E-6	2,267E-7	-1,083E-5	2,194E-7	1,222E-5	3,155E-7	-1,088E+0	-4,873E-2
3,838E+1	1,958E-1	2,875E+2	5,625E-6	2,532E-7	-1,039E-5	1,916E-7	1,181E-5	3,175E-7	-1,075E+0	-5,227E-2
3,838E+1	1,958E-1	2,878E+2	5,260E-6	1,980E-7	-1,015E-5	1,386E-7	1,143E-5	2,417E-7	-1,093E+0	-4,376E-2
3,838E+1	1,958E-1	2,880E+2	5,283E-6	1,181E-7	-9,442E-6	1,532E-7	1,082E-5	1,935E-7	-1,061E+0	-2,931E-2
3,838E+1	1,958E-1	2,882E+2	5,022E-6	1,451E-7	-9,413E-6	1,630E-7	1,067E-5	2,182E-7	-1,081E+0	-3,639E-2
3,838E+1	1,958E-1	2,885E+2	4,870E-6	1,048E-7	-9,343E-6	1,374E-7	1,054E-5	1,728E-7	-1,090E+0	-2,842E-2
3,838E+1	1,958E-1	2,888E+2	4,518E-6	1,840E-7	-8,813E-6	1,778E-7	9,903E-6	2,559E-7	-1,097E+0	-4,988E-2
3,838E+1	1,958E-1	2,890E+2	4,167E-6	1,409E-7	-8,732E-6	1,416E-7	9,676E-6	1,997E-7	-1,126E+0	-4,220E-2
3,838E+1	1,958E-1	2,892E+2	4,027E-6	1,258E-7	-8,517E-6	1,559E-7	9,422E-6	2,004E-7	-1,129E+0	-4,089E-2
3,838E+1	1,958E-1	2,895E+2	4,217E-6	1,423E-7	-7,975E-6	1,200E-7	9,022E-6	1,861E-7	-1,084E+0	-4,005E-2
3,838E+1	1,958E-1	2,898E+2	4,230E-6	1,576E-7	-8,183E-6	1,411E-7	9,211E-6	2,115E-7	-1,094E+0	-4,491E-2
3,838E+1	1,958E-1	2,900E+2	3,833E-6	1,319E-7	-8,068E-6	1,347E-7	8,932E-6	1,885E-7	-1,127E+0	-4,312E-2
3,838E+1	1,958E-1	2,902E+2	3,895E-6	1,298E-7	-7,600E-6	1,310E-7	8,540E-6	1,844E-7	-1,097E+0	-4,116E-2
3,838E+1	1,958E-1	2,905E+2	3,398E-6	1,013E-7	-7,593E-6	1,461E-7	8,318E-6	1,778E-7	-1,150E+0	-4,082E-2
3,838E+1	1,958E-1	2,908E+2	3,532E-6	1,280E-7	-7,352E-6	1,650E-7	8,157E-6	2,088E-7	-1,123E+0	-4,786E-2
3,838E+1	1,958E-1	2,910E+2	3,745E-6	1,214E-7	-6,665E-6	1,548E-7	7,645E-6	1,967E-7	-1,059E+0	-4,223E-2
3,838E+1	1,958E-1	2,912E+2	3,400E-6	1,809E-7	-7,112E-6	1,698E-7	7,883E-6	2,481E-7	-1,125E+0	-6,560E-2
3,838E+1	1,958E-1	2,915E+2	3,107E-6	1,297E-7	-6,663E-6	1,350E-7	7,352E-6	1,872E-7	-1,134E+0	-5,263E-2
3,838E+1	1,958E-1	2,918E+2	3,505E-6	1,560E-7	-7,093E-6	1,938E-7	7,911E-6	2,488E-7	-1,112E+0	-5,807E-2
3,838E+1	1,958E-1	2,920E+2	3,028E-6	2,675E-7	-6,625E-6	1,840E-7	7,284E-6	3,246E-7	-1,142E+0	-1,058E-1
3,838E+1	1,958E-1	2,922E+2	3,410E-6	2,293E-7	-6,300E-6	2,057E-7	7,164E-6	3,081E-7	-1,075E+0	-8,034E-2
3,838E+1	1,958E-1	2,925E+2	3,545E-6	4,223E-7	-6,158E-6	3,225E-7	7,105E-6	5,313E-7	-1,048E+0	-1,364E-1
3,838E+1	1,958E-1	2,928E+2	3,135E-6	2,872E-7	-6,098E-6	2,684E-7	6,856E-6	3,931E-7	-1,096E+0	-1,114E-1
3,838E+1	1,958E-1	2,930E+2	3,050E-6	2,934E-7	-5,950E-6	2,565E-7	6,686E-6	3,898E-7	-1,097E+0	-1,157E-1
3,838E+1	1,958E-1	2,932E+2	2,413E-6	2,268E-7	-6,088E-6	2,483E-7	6,548E-6	3,363E-7	-1,193E+0	-1,223E-1
3,838E+1	1,958E-1	2,935E+2	2,763E-6	2,129E-7	-6,023E-6	2,635E-7	6,626E-6	3,388E-7	-1,141E+0	-1,011E-1
3,838E+1	1,958E-1	2,938E+2	2,618E-6	2,413E-7	-6,262E-6	2,729E-7	6,788E-6	3,643E-7	-1,175E+0	-1,198E-1
3,838E+1	1,958E-1	2,940E+2	2,805E-6	1,613E-7	-5,690E-6	2,080E-7	6,344E-6	2,632E-7	-1,113E+0	-7,582E-2
3,838E+1	1,958E-1	2,942E+2	2,525E-6	2,101E-7	-5,230E-6	1,637E-7	5,808E-6	2,663E-7	-1,121E+0	-9,965E-2
3,838E+1	1,958E-1	2,945E+2	2,635E-6	1,778E-7	-5,127E-6	1,898E-7	5,765E-6	2,600E-7	-1,096E+0	-8,435E-2
3,838E+1	1,958E-1	2,948E+2	2,410E-6	1,988E-7	-5,005E-6	2,158E-7	5,555E-6	2,934E-7	-1,122E+0	-1,044E-1
3,838E+1	1,958E-1	2,950E+2	2,698E-6	2,139E-7	-5,010E-6	2,972E-7	5,690E-6	3,662E-7	-1,077E+0	-1,067E-1
3,838E+1	1,958E-1	2,952E+2	2,735E-6	1,625E-7	-5,138E-6	1,938E-7	5,820E-6	2,529E-7	-1,082E+0	-7,612E-2
3,838E+1	1,958E-1	2,955E+2	2,160E-6	2,797E-7	-5,343E-6	2,084E-7	5,763E-6	3,488E-7	-1,187E+0	-1,605E-1
3,838E+1	1,958E-1	2,958E+2	2,265E-6	2,733E-7	-5,053E-6	2,270E-7	5,537E-6	3,553E-7	-1,149E+0	-1,480E-1
3,838E+1	1,958E-1	2,960E+2	2,025E-6	1,944E-7	-4,915E-6	1,391E-7	5,316E-6	2,390E-7	-1,180E+0	-1,181E-1
3,838E+1	1,958E-1	2,962E+2	2,310E-6	2,694E-7	-4,803E-6	2,349E-7	5,329E-6	3,574E-7	-1,122E+0	-1,419E-1
3,838E+1	1,958E-1	2,965E+2	1,910E-6	1,869E-7	-4,892E-6	1,967E-7	5,252E-6	2,713E-7	-1,199E+0	-1,268E-1
3,838E+1	1,958E-1	2,968E+2	2,075E-6	2,220E-7	-4,805E-6	1,927E-7	5,234E-6	2,939E-7	-1,163E+0	-1,329E-1
3,838E+1	1,958E-1	2,970E+2	2,027E-6	1,374E-7	-3,880E-6	2,342E-7	4,378E-6	2,715E-7	-1,089E+0	-9,885E-2
3,838E+1	1,958E-1	2,972E+2	1,538E-6	2,837E-7	-4,438E-6	2,322E-7	4,696E-6	3,667E-7	-1,237E+0	-2,373E-1
3,838E+1	1,958E-1	2,975E+2	1,907E-6	2,927E-7	-4,320E-6	2,984E-7	4,722E-6	4,180E-7	-1,155E+0	-1,943E-1
3,838E+1	1,958E-1	2,978E+2	2,183E-6	3,935E-7	-4,630E-6	3,918E-7	5,119E-6	5,553E-7	-1,130E+0	-2,251E-1
3,838E+1	1,958E-1	2,980E+2	3,465E-6	4,180E-7	-3,645E-6	3,900E-7	5,029E-6	5,716E-7	-8,107E-1	-1,307E-1
3,838E+1	1,958E-1	2,982E+2	2,323E-6	4,954E-7	-3,412E-6	5,610E-7	4,128E-6	7,484E-7	-9,732E-1	-2,621E-1
3,838E+1	1,958E-1	2,985E+2	2,222E-6	7,202E-7	-4,328E-6	7,189E-7	4,865E-6	1,018E-6	-1,096E+0	-3,992E-1
4,221E+1	1,238E-1	2,612E+2	1,164E-1	8,011E-2	5,815E-2	5,815E-2	1,301E-1	9,899E-2	4,633E-1	5,624E-1
4,221E+1	1,238E-1	2,615E+2	-1,575E-6	6,489E-7	4,582E-6	9,557E-7	4,846E-6	1,155E-6	1,902E+0	8,782E-1
4,221E+1	1,238E-1	2,618E+2	-1,275E-6	7,035E-7	5,083E-6	7,165E-7	5,240E-6	1,004E-6	1,817E+0	1,035E+0
4,221E+1	1,238E-1	2,620E+2	1,042E-6	4,718E-7	7,565E-6	4,161E-7	7,636E-6	6,291E-7	1,434E+0	6,537E-1
4,221E+1	1,238E-1	2,622E+2	-1,445E-6	5,962E-7	4,595E-6	7,182E-7	4,817E-6	9,334E-7	1,875E+0	8,275E-1
4,221E+1	1,238E-1	2,625E+2	-2,020E-6	6,438E-7	5,058E-6	6,164E-7	5,446E-6	8,913E-7	1,951E+0	6,657E-1
4,221E+1	1,238E-1	2,628E+2	-1,707E-6	7,480E-7	4,852E-6	6,844E-7	5,144E-6	1,014E-6	1,909E+0	8,787E-1
4,221E+1	1,238E-1	2,630E+2	-1,775E-6	5,032E-7	4,258E-6	5,794E-7	4,613E-6	7,674E-7	1,966E+0	6,181E-1
4,221E+1	1,238E-1	2,632E+2	-1,780E-6	6,664E-7	4,937E-6	7,048E-7	5,249E-6	9,699E-7	1,917E+0	7,680E-1
4,221E+1	1,238E-1	2,635E+2	-1,220E-6	5,569E-7	4,662E-6	6,285E-7	4,819E-6	8,397E-7	1,827E+0	8,694E-1
4,221E+1	1,238E-1	2,638E+2	-1,752E-6	5,432E-7	5,095E-6	5,396E-7	5,388E-6	7,657E-7	1,902E+0	6,230E-1
4,221E+1	1,238E-1	2,640E+2	-5,525E-7	3,125E-7	4,975E-6	5,346E-7	5,006E-6	6,193E-7	1,681E+0	9,681E-1
4,221E+1	1,238E-1	2,642E+2	-1,865E-6	4,034E-7	5,010E-6	4,252E-7	5,346E-6	5,862E-7	1,927E+0	4,478E-1
4,221E+1	1,238E-1	2,645E+2	-1,822E-6	5,228E-7	5,010E-6	4,157E-7	5,331E-6	6,679E-7	1,920E+0	5,732E-1
4,221E+1	1,238E-1	2,648E+2	-1,828E-6	4,554E-7	5,420E-6	4,845E-7	5,720E-6	6,649E-7	1,896E+0	5,020E-1
4,221E+1	1,238E-1	2,650E+2	-1,750E-6	2,555E-7	7,728E-6	1,637E-7	7,923E-6	3,034E-7	1,794E+0	2,646E-1
4,221E+1	1,238E-1	2,652E+2	-1,568E-6	4,373E-7	5,867E-6	4,051E-7	6,073E-6	5,960E-7	1,832E+0	5,264E-1
4,221E+1	1,238E-1	2,655E+2	-1,337E-6	2,749E-7	5,865E-6	5,067E-7	6,016E-6	5,764E-7	1,795E+0	4,002E-1
4,221E+1	1,238E-1	2,658E+2	-2,132E-6	4,321E-7	5,560E-6	3,932E-7	5,955E-6	5,842E-7	1,937E+0	4,157E-1
4,221E+1	1,238E-1	2,660E+2	-2,553E-6	3,667E-7	6,120E-6	4,164E-7	6,631E-6	5,548E-7	1,966E+0	3,125E-1
4,221E+1	1,238E-1	2,662E+2	-2,245E-6	3,813E-7	5,715E-6	3,914E-7	6,140E-6	5,464E-7	1,945E+0	3,562E-1
4,221E+1	1,238E-1	2,665E+2	-1,390E-6	3,522E-7	5,932E-6	3,191E-7	6,093E-6	4,752E-7	1,801E+0	4,665E-1
4,221E+1	1,238E-1	2,668E+2	-2,250E-6	3,160E-7	6,097E-6	2,491E-7	6,499E-6	4,024E-7	1,924E+0	2,815E-1
4,221E+1	1,238E-1	2,670E+2	-1,507E-6	2,144E-7	6,988E-6	2,515E-7	7,148E-6	3,305E-7	1,783E+0	2,616E-1
4,221E+1	1,238E-1	2,672E+2	-1,903E-6	3,583E-7	6,315E-6	3,218E-7	6,595E-6	4,816E-7	1,863E+0	3,635E-1
4,221E+1	1,238E-1	2,675E+2	-1,733E-6	3,494E-7	6,732E-6	3,571E-7	6,952E-6	4,996E-7	1,823E+0	3,801E-1
4,221E+1	1,238E-1	2,678E+2	-2,345E-6	2,862E-7	6,818E-6	2,577E-7	7,210E-6	3,851E-7	1,902E+0	2,430E-1
4,221E+1	1,238E-1	2,680E+2	-1,033E-6	2,240E-7	6,590E-6	2,887E-7	6,670E-6	3,654E-7	1,726E+0	3,821E-1
4,221E+1	1,238E-1	2,682E+2	-2,233E-6	3,119E-7	6,915E-6	3,545E-7	7,266E-6	4,722E-7	1,883E+0	2,802E-1
4,221E+1	1,238E-1	2,685E+2	-2,310E-6	2,869E-7	6,837E-6	2,458E-7	7,217E-6	3,778E-7	1,897E+0	2,452E-1
4,221E+1	1,238E-1	2,688E+2	-2,113E-6	2,162E-7	7,442E-6	2,760E-7	7,737E-6	3,506E-7	1,847E+0	2,011E-1
4,221E+1	1,238E-1	2,690E+2	-1,795E-6	3,262E-7	7,402E-6	2,373E-7	7,617E-6	4,034E-7	1,809E+0	3,338E-1
4,221E+1	1,238E-1	2,692E+2	-2,450E-6	2,964E-7	7,340E-6	2,653E-7	7,738E-6	3,978E-7	1,893E+0	2,390E-1
4,221E+1	1,238E-1	2,695E+2	-2,475E-6	3,714E-7	7,677E-6	2,690E-7	8,067E-6	4,586E-7	1,883E+0	2,901E-1
4,221E+1	1,238E-1	2,698E+2	-2,233E-6	3,507E-7	7,952E-6	3,487E-7	8,260E-6	4,946E-7	1,844E+0	3,008E-1
4,221E+1	1,238E-1	2,700E+2	-1,840E-6	3,491E-7	8,097E-6	3,543E-7	8,304E-6	4,974E-7	1,794E+0	3,494E-1
4,221E+1	1,238E-1	2,702E+2	-2,437E-6	2,906E-7	8,180E-6	3,406E-7	8,535E-6	4,477E-7	1,860E+0	2,349E-1
4,221E+1	1,238E-1	2,705E+2	-2,392E-6	3,109E-7	8,675E-6	2,518E-7	8,999E-6	4,000E-7	1,840E+0	2,450E-1
4,221E+1	1,238E-1	2,708E+2	-2,503E-6	2,875E-7	8,620E-6	3,476E-7	8,976E-6	4,510E-7	1,853E+0	2,256E-1
4,221E+1	1,238E-1	2,710E+2	-2,897E-6	3,209E-7	9,245E-6	2,640E-7	9,688E-6	4,155E-7	1,875E+0	2,144E-1
4,221E+1	1,238E-1	2,712E+2	-2,593E-6	1,595E-7	9,352E-6	2,781E-7	9,705E-6	3,206E-7	1,841E+0	1,258E-1
4,221E+1	1,238E-1	2,715E+2	-2,573E-6	2,579E-7	9,673E-6	2,497E-7	1,001E-5	3,590E-7	1,831E+0	1,895E-1
4,221E+1	1,238E-1	2,718E+2	-2,417E-6	2,687E-7	9,808E-6	2,153E-7	1,010E-5	3,443E-7	1,812E+0	2,054E-1
4,221E+1	1,238E-1	2,720E+2	-2,882E-6	1,710E-7	1,040E-5	1,998E-7	1,079E-5	2,630E-7	1,841E+0	1,148E-1
4,221E+1	1,238E-1	2,722E+2	-2,688E-6	2,064E-7	1,047E-5	2,593E-7	1,081E-5	3,314E-7	1,822E+0	1,470E-1
4,221E+1	1,238E-1	2,725E+2	-2,705E-6	2,563E-7	1,095E-5	2,186E-7	1,127E-5	3,368E-7	1,813E+0	1,756E-1
4,221E+1	1,238E-1	2,728E+2	-2,763E-6	3,086E-7	1,130E-5	2,559E-7	1,164E-5	4,009E-7	1,810E+0	2,064E-1
4,221E+1	1,238E-1	2,730E+2	-2,730E-6	2,165E-7	1,151E-5	2,306E-7	1,183E-5	3,163E-7	1,804E+0	1,475E-1
4,221E+1	1,238E-1	2,732E+2	-3,170E-6	2,277E-7	1,189E-5	2,348E-7	1,231E-5	3,271E-7	1,831E+0	1,364E-1
4,221E+1	1,238E-1	2,735E+2	-2,887E-6	2,450E-7	1,257E-5	2,539E-7	1,290E-5	3,529E-7	1,797E+0	1,567E-1
4,221E+1	1,238E-1	2,738E+2	-2,970E-6	2,309E-7	1,331E-5	2,383E-7	1,363E-5	3,318E-7	1,790E+0	1,428E-1
4,221E+1	1,238E-1	2,740E+2	-3,348E-6	1,784E-7	1,288E-5	2,267E-7	1,331E-5	2,885E-7	1,825E+0	1,024E-1
4,221E+1	1,238E-1	2,742E+2	-3,208E-6	2,667E-7	1,420E-5	1,826E-7	1,456E-5	3,232E-7	1,793E+0	1,509E-1
4,221E+1	1,238E-1	2,745E+2	-3,140E-6	1,420E-7	1,449E-5	1,768E-7	1,483E-5	2,268E-7	1,784E+0	8,358E-2
