f / Hz	X / V	dX / V	Y / V	dY / V	A / V	dA / V	phi / rad	dphi/rad
3,150E+2	-2,696E-6	1,948E-7	6,580E-7	2,584E-7	2,775E-6	3,236E-7	2,902E+0	1,159E+0
3,152E+2	-1,972E-6	1,766E-7	1,236E-6	1,899E-7	2,327E-6	2,593E-7	2,582E+0	4,592E-1
3,155E+2	-2,196E-6	1,464E-7	8,700E-7	1,860E-7	2,362E-6	2,367E-7	2,764E+0	6,191E-1
3,158E+2	-2,580E-6	2,201E-7	9,440E-7	1,990E-7	2,747E-6	2,967E-7	2,791E+0	6,347E-1
3,160E+2	-2,218E-6	2,578E-7	7,740E-7	1,902E-7	2,349E-6	3,203E-7	2,806E+0	7,626E-1
3,162E+2	-2,258E-6	1,964E-7	7,100E-7	1,953E-7	2,367E-6	2,770E-7	2,837E+0	8,186E-1
3,165E+2	-2,074E-6	2,558E-7	8,460E-7	2,241E-7	2,240E-6	3,400E-7	2,754E+0	8,048E-1
3,168E+2	-2,240E-6	2,042E-7	8,280E-7	1,779E-7	2,388E-6	2,708E-7	2,788E+0	6,505E-1
3,170E+2	-2,208E-6	1,917E-7	8,600E-7	2,201E-7	2,370E-6	2,918E-7	2,770E+0	7,485E-1
3,172E+2	-2,424E-6	2,079E-7	7,020E-7	2,123E-7	2,524E-6	2,971E-7	2,860E+0	8,989E-1
1,712E+3	3,540E-7	7,831E-8	-2,440E-7	1,300E-7	4,299E-7	1,517E-7	-6,035E-1	-3,481E-1
1,713E+3	5,660E-7	3,424E-8	-2,800E-8	4,638E-8	5,667E-7	5,765E-8	-4,943E-2	-8,192E-2
1,713E+3	5,040E-7	6,337E-8	-1,800E-8	6,061E-8	5,043E-7	8,769E-8	-3,570E-2	-1,203E-1
1,713E+3	4,440E-7	1,093E-7	3,400E-8	1,452E-7	4,453E-7	1,818E-7	7,643E-2	3,270E-1
1,714E+3	6,120E-7	1,687E-7	2,300E-7	1,227E-7	6,538E-7	2,087E-7	3,595E-1	2,159E-1
1,714E+3	6,140E-7	4,392E-8	-2,000E-8	4,123E-8	6,143E-7	6,024E-8	-3,256E-2	-6,717E-2
1,714E+3	6,120E-7	4,176E-8	-8,000E-8	4,778E-8	6,172E-7	6,346E-8	-1,300E-1	-7,814E-2
1,714E+3	5,880E-7	5,356E-8	6,353E-24	5,123E-8	5,880E-7	7,412E-8	1,080E-17	8,713E-2
1,714E+3	6,120E-7	5,052E-8	-3,200E-8	4,051E-8	6,128E-7	6,475E-8	-5,224E-2	-6,627E-2
1,715E+3	6,920E-7	6,756E-8	-3,200E-8	3,893E-8	6,927E-7	7,797E-8	-4,621E-2	-5,640E-2
1,715E+3	6,340E-7	3,671E-8	-8,000E-9	5,072E-8	6,341E-7	6,261E-8	-1,262E-2	-8,000E-2
1,715E+3	6,100E-7	3,764E-8	-5,600E-8	4,157E-8	6,126E-7	5,607E-8	-9,155E-2	-6,818E-2
1,716E+3	6,720E-7	3,980E-8	-9,200E-8	4,038E-8	6,783E-7	5,670E-8	-1,361E-1	-6,026E-2
1,716E+3	6,820E-7	4,415E-8	3,000E-8	4,481E-8	6,827E-7	6,291E-8	4,396E-2	6,573E-2
1,716E+3	6,700E-7	5,492E-8	1,200E-7	5,362E-8	6,807E-7	7,676E-8	1,772E-1	8,051E-2
1,716E+3	6,860E-7	5,208E-8	-2,600E-8	4,647E-8	6,865E-7	6,980E-8	-3,788E-2	-6,777E-2
1,716E+3	7,640E-7	6,208E-8	-7,200E-8	5,810E-8	7,674E-7	8,503E-8	-9,396E-2	-7,621E-2
1,717E+3	6,220E-7	5,576E-8	1,000E-8	4,000E-8	6,221E-7	6,862E-8	1,608E-2	6,432E-2
1,717E+3	7,000E-7	5,431E-8	2,800E-8	4,718E-8	7,006E-7	7,194E-8	3,998E-2	6,743E-2
1,717E+3	7,220E-7	1,116E-7	-3,280E-7	3,003E-7	7,930E-7	3,203E-7	-4,264E-1	-3,959E-1
1,718E+3	5,860E-7	3,550E-7	-2,240E-7	2,662E-7	6,274E-7	4,438E-7	-3,651E-1	-4,871E-1
1,718E+3	7,220E-7	6,715E-8	-2,400E-7	1,556E-7	7,608E-7	1,694E-7	-3,209E-1	-2,101E-1
1,718E+3	7,280E-7	6,733E-8	2,800E-8	6,371E-8	7,285E-7	9,270E-8	3,844E-2	8,754E-2
1,718E+3	7,660E-7	4,862E-8	3,600E-8	5,712E-8	7,668E-7	7,501E-8	4,696E-2	7,457E-2
1,718E+3	7,900E-7	1,511E-7	4,420E-7	2,789E-7	9,052E-7	3,172E-7	5,101E-1	3,364E-1
1,719E+3	8,620E-7	2,723E-7	-2,960E-7	4,635E-7	9,114E-7	5,375E-7	-3,308E-1	-5,283E-1
1,719E+3	6,360E-7	3,039E-7	9,620E-7	5,164E-7	1,153E-6	5,992E-7	9,866E-1	7,091E-1
1,719E+3	2,960E-7	4,443E-7	3,500E-7	3,909E-7	4,584E-7	5,918E-7	8,688E-1	1,625E+0
1,720E+3	1,032E-6	4,015E-7	-5,200E-8	3,324E-7	1,033E-6	5,212E-7	-5,035E-2	-3,224E-1
1,720E+3	8,080E-7	5,836E-8	1,960E-7	5,187E-8	8,314E-7	7,808E-8	2,380E-1	6,529E-2
1,720E+3	9,640E-7	4,878E-8	2,100E-7	5,530E-8	9,866E-7	7,374E-8	2,145E-1	5,752E-2
1,720E+3	4,440E-7	4,449E-7	3,860E-7	5,013E-7	5,883E-7	6,703E-7	7,156E-1	1,174E+0
1,720E+3	5,480E-7	7,381E-7	-7,020E-7	8,716E-7	8,906E-7	1,142E-6	-9,080E-1	-1,663E+0
1,721E+3	8,760E-7	3,495E-7	5,240E-7	3,000E-7	1,021E-6	4,606E-7	5,391E-1	3,762E-1
1,721E+3	1,268E-6	1,936E-7	-1,900E-7	2,195E-7	1,282E-6	2,927E-7	-1,487E-1	-1,734E-1
1,721E+3	1,136E-6	3,132E-7	6,600E-8	2,387E-7	1,138E-6	3,938E-7	5,803E-2	2,105E-1
1,722E+3	1,006E-6	2,553E-7	4,540E-7	2,509E-7	1,104E-6	3,580E-7	4,239E-1	2,578E-1
1,722E+3	1,388E-6	2,050E-7	6,820E-7	1,843E-7	1,547E-6	2,756E-7	4,567E-1	1,406E-1
1,722E+3	1,336E-6	1,006E-7	5,900E-7	1,561E-7	1,460E-6	1,857E-7	4,159E-1	1,144E-1
1,722E+3	1,268E-6	7,370E-8	4,620E-7	6,591E-8	1,350E-6	9,888E-8	3,494E-1	5,382E-2
1,722E+3	1,342E-6	9,384E-8	6,880E-7	1,557E-7	1,508E-6	1,818E-7	4,737E-1	1,122E-1
1,723E+3	1,594E-6	1,215E-7	6,900E-7	1,127E-7	1,737E-6	1,657E-7	4,085E-1	7,361E-2
1,723E+3	1,546E-6	1,013E-7	6,620E-7	1,339E-7	1,682E-6	1,679E-7	4,046E-1	8,603E-2
1,723E+3	1,518E-6	5,887E-8	9,280E-7	8,150E-8	1,779E-6	1,005E-7	5,487E-1	5,268E-2
1,724E+3	1,696E-6	1,042E-7	1,150E-6	6,807E-8	2,049E-6	1,245E-7	5,959E-1	5,083E-2
1,724E+3	1,512E-6	1,608E-7	8,800E-7	2,004E-7	1,749E-6	2,569E-7	5,271E-1	1,325E-1
1,724E+3	1,418E-6	3,439E-7	1,572E-6	1,890E-7	2,117E-6	3,924E-7	8,369E-1	2,265E-1
1,724E+3	1,402E-6	1,442E-7	1,900E-6	1,632E-7	2,361E-6	2,178E-7	9,351E-1	1,253E-1
1,724E+3	1,538E-6	3,666E-8	1,800E-6	4,735E-8	2,368E-6	5,988E-8	8,637E-1	3,066E-2
1,725E+3	1,362E-6	3,153E-8	2,118E-6	4,572E-8	2,518E-6	5,554E-8	9,993E-1	3,163E-2
1,725E+3	1,116E-6	4,140E-8	2,238E-6	4,409E-8	2,501E-6	6,048E-8	1,108E+0	4,655E-2
1,725E+3	8,840E-7	4,837E-8	2,444E-6	5,028E-8	2,599E-6	6,976E-8	1,224E+0	7,153E-2
1,726E+3	4,980E-7	4,057E-8	2,618E-6	3,936E-8	2,665E-6	5,652E-8	1,383E+0	1,145E-1
1,726E+3	1,220E-7	5,672E-8	2,654E-6	4,349E-8	2,657E-6	7,147E-8	1,525E+0	7,094E-1
1,726E+3	-2,540E-7	6,614E-8	2,562E-6	4,065E-8	2,575E-6	7,763E-8	1,670E+0	4,356E-1
1,726E+3	-7,360E-7	4,316E-8	2,454E-6	4,847E-8	2,562E-6	6,490E-8	1,862E+0	1,152E-1
1,726E+3	-9,200E-7	4,444E-8	2,260E-6	4,291E-8	2,440E-6	6,178E-8	1,957E+0	1,016E-1
1,727E+3	-1,024E-6	4,194E-8	2,110E-6	4,359E-8	2,345E-6	6,049E-8	2,023E+0	9,279E-2
1,727E+3	-1,168E-6	5,978E-8	1,838E-6	3,940E-8	2,178E-6	7,160E-8	2,137E+0	1,186E-1
1,727E+3	-1,194E-6	5,434E-8	1,630E-6	2,754E-8	2,021E-6	6,092E-8	2,203E+0	1,069E-1
1,728E+3	-1,308E-6	5,482E-8	1,402E-6	3,409E-8	1,917E-6	6,456E-8	2,322E+0	1,125E-1
1,728E+3	-1,334E-6	5,006E-8	1,218E-6	3,828E-8	1,806E-6	6,302E-8	2,402E+0	1,176E-1
1,728E+3	-1,232E-6	4,367E-8	9,920E-7	6,236E-8	1,582E-6	7,613E-8	2,464E+0	1,778E-1
1,728E+3	-1,268E-6	4,508E-8	8,740E-7	5,261E-8	1,540E-6	6,928E-8	2,538E+0	1,774E-1
1,728E+3	-1,164E-6	4,364E-8	8,440E-7	4,859E-8	1,438E-6	6,531E-8	2,514E+0	1,727E-1
1,729E+3	-9,680E-7	6,211E-8	7,240E-7	6,703E-8	1,209E-6	9,138E-8	2,499E+0	2,815E-1
1,729E+3	-1,006E-6	1,078E-7	5,620E-7	7,344E-8	1,152E-6	1,304E-7	2,632E+0	4,448E-1
1,729E+3	-9,480E-7	1,004E-7	6,440E-7	8,983E-8	1,146E-6	1,347E-7	2,545E+0	4,458E-1
1,730E+3	-1,016E-6	8,133E-8	4,380E-7	7,310E-8	1,106E-6	1,094E-7	2,735E+0	5,062E-1
1,730E+3	-9,480E-7	5,697E-8	4,140E-7	6,024E-8	1,034E-6	8,292E-8	2,730E+0	4,298E-1
1,730E+3	-1,004E-6	5,431E-8	5,220E-7	7,545E-8	1,132E-6	9,296E-8	2,662E+0	4,108E-1
1,730E+3	-9,940E-7	7,096E-8	3,760E-7	7,200E-8	1,063E-6	1,011E-7	2,780E+0	5,681E-1
1,730E+3	-8,380E-7	7,184E-8	3,540E-7	6,916E-8	9,097E-7	9,972E-8	2,742E+0	5,850E-1
1,731E+3	-5,580E-7	1,045E-7	2,440E-7	1,002E-7	6,090E-7	1,448E-7	2,729E+0	1,232E+0
1,731E+3	-6,080E-7	2,172E-7	3,480E-7	2,068E-7	7,005E-7	2,999E-7	2,622E+0	1,818E+0
1,731E+3	-7,000E-7	2,154E-7	1,740E-7	1,980E-7	7,213E-7	2,926E-7	2,898E+0	3,417E+0
1,732E+3	-5,900E-7	3,549E-7	1,780E-7	3,383E-7	6,163E-7	4,903E-7	2,849E+0	5,679E+0
1,732E+3	-6,280E-7	5,373E-7	3,840E-7	5,006E-7	7,361E-7	7,344E-7	2,593E+0	4,043E+0
1,732E+3	-6,280E-7	3,704E-7	5,100E-7	3,504E-7	8,090E-7	5,099E-7	2,460E+0	2,227E+0
1,732E+3	-6,760E-7	9,207E-8	1,980E-7	1,034E-7	7,044E-7	1,385E-7	2,857E+0	1,542E+0
1,732E+3	-6,760E-7	9,019E-8	2,180E-7	6,794E-8	7,103E-7	1,129E-7	2,830E+0	9,593E-1
1,733E+3	-5,800E-7	9,708E-8	1,680E-7	8,611E-8	6,038E-7	1,298E-7	2,860E+0	1,542E+0
1,733E+3	-4,560E-7	1,192E-7	1,960E-7	9,987E-8	4,963E-7	1,555E-7	2,736E+0	1,567E+0
1,733E+3	-5,040E-7	6,689E-8	1,700E-7	7,984E-8	5,319E-7	1,042E-7	2,816E+0	1,375E+0
1,734E+3	-4,980E-7	8,438E-8	1,520E-7	7,732E-8	5,207E-7	1,145E-7	2,845E+0	1,526E+0
1,734E+3	-5,820E-7	1,084E-7	1,280E-7	1,004E-7	5,959E-7	1,478E-7	2,925E+0	2,359E+0
1,734E+3	-4,340E-7	7,690E-8	3,800E-8	9,641E-8	4,357E-7	1,233E-7	3,054E+0	7,767E+0
1,734E+3	-4,380E-7	1,039E-7	1,500E-7	1,025E-7	4,630E-7	1,460E-7	2,812E+0	2,034E+0
1,734E+3	-3,620E-7	9,107E-8	1,260E-7	9,261E-8	3,833E-7	1,299E-7	2,807E+0	2,180E+0
1,735E+3	-4,460E-7	1,004E-7	5,000E-8	7,382E-8	4,488E-7	1,246E-7	3,030E+0	4,525E+0
1,735E+3	-4,860E-7	6,834E-8	1,640E-7	6,086E-8	5,129E-7	9,152E-8	2,816E+0	1,118E+0
1,735E+3	-3,320E-7	7,916E-8	2,800E-8	8,549E-8	3,332E-7	1,165E-7	3,057E+0	9,364E+0
1,736E+3	-2,560E-7	9,048E-8	8,400E-8	7,798E-8	2,694E-7	1,194E-7	2,825E+0	2,806E+0
1,736E+3	-3,600E-7	1,060E-7	8,000E-9	8,769E-8	3,601E-7	1,376E-7	3,119E+0	3,420E+1
1,736E+3	-5,160E-7	9,054E-8	7,400E-8	6,923E-8	5,213E-7	1,140E-7	2,999E+0	2,855E+0
1,736E+3	-4,320E-7	2,722E-7	1,060E-7	1,151E-7	4,448E-7	2,955E-7	2,901E+0	3,642E+0
1,736E+3	-2,860E-7	3,331E-7	4,860E-7	3,750E-7	5,639E-7	5,015E-7	2,103E+0	2,937E+0
1,737E+3	-4,760E-7	1,728E-7	5,080E-7	3,133E-7	6,962E-7	3,578E-7	2,324E+0	1,663E+0
1,737E+3	-9,060E-7	2,634E-7	2,440E-7	5,048E-7	9,383E-7	5,694E-7	2,879E+0	6,014E+0
1,737E+3	3,640E-7	2,689E-7	8,080E-7	2,902E-7	8,862E-7	3,956E-7	1,148E+0	9,427E-1
1,738E+3	-4,120E-7	4,950E-7	-3,140E-7	4,771E-7	5,180E-7	6,875E-7	-2,490E+0	-4,824E+0
1,738E+3	8,800E-8	4,260E-7	1,060E-7	3,264E-7	1,378E-7	5,366E-7	8,779E-1	5,037E+0
1,738E+3	-2,360E-7	1,714E-7	8,400E-8	1,997E-7	2,505E-7	2,632E-7	2,800E+0	6,959E+0
1,738E+3	4,000E-9	2,009E-7	-3,800E-7	1,992E-7	3,800E-7	2,829E-7	-1,560E+0	-7,836E+1
1,738E+3	-2,620E-7	2,700E-7	1,220E-7	2,398E-7	2,890E-7	3,611E-7	2,706E+0	6,004E+0
1,739E+3	7,500E-7	2,572E-7	1,900E-7	2,223E-7	7,737E-7	3,400E-7	2,481E-1	3,025E-1
1,739E+3	5,400E-8	3,850E-7	4,380E-7	2,983E-7	4,413E-7	4,870E-7	1,448E+0	1,037E+1
1,739E+3	-2,000E-8	3,945E-7	-3,500E-7	4,087E-7	3,506E-7	5,681E-7	-1,628E+0	-3,217E+1
1,740E+3	-6,500E-7	4,635E-7	8,720E-7	3,798E-7	1,088E-6	5,992E-7	2,211E+0	1,848E+0
1,740E+3	-6,660E-7	6,159E-7	5,640E-7	7,114E-7	8,727E-7	9,410E-7	2,439E+0	3,815E+0
1,740E+3	1,960E-7	1,380E-6	-1,342E-6	9,731E-7	1,356E-6	1,689E-6	-1,426E+0	-1,009E+1
1,740E+3	-4,720E-7	1,038E-6	2,900E-7	1,403E-6	5,540E-7	1,745E-6	2,591E+0	1,377E+1
1,740E+3	1,168E-6	1,554E-6	1,818E-6	1,283E-6	2,161E-6	2,015E-6	9,997E-1	1,505E+0
1,741E+3	-2,708E-6	1,715E-6	-4,880E-7	1,552E-6	2,752E-6	2,314E-6	-2,963E+0	-9,612E+0
1,741E+3	4,000E-7	1,891E-6	3,960E-7	1,867E-6	5,629E-7	2,658E-6	7,804E-1	5,211E+0
1,741E+3	-3,740E-7	1,292E-6	-2,640E-7	1,158E-6	4,578E-7	1,735E-6	-2,527E+0	-1,411E+1
1,742E+3	-3,220E-7	1,126E-6	-2,320E-7	9,216E-7	3,969E-7	1,455E-6	-2,517E+0	-1,332E+1
1,742E+3	-9,380E-7	5,843E-7	1,810E-6	6,301E-7	2,039E-6	8,594E-7	2,049E+0	1,462E+0
1,742E+3	1,140E-7	5,855E-7	2,860E-7	5,655E-7	3,079E-7	8,140E-7	1,191E+0	6,557E+0
1,742E+3	-1,876E-6	6,935E-7	-4,960E-7	6,384E-7	1,940E-6	9,426E-7	-2,883E+0	-3,861E+0
1,742E+3	1,900E-7	7,536E-7	-4,940E-7	7,855E-7	5,293E-7	1,089E-6	-1,204E+0	-5,143E+0
1,743E+3	-9,700E-7	7,927E-7	-1,092E-6	7,059E-7	1,461E-6	1,061E-6	-2,297E+0	-2,394E+0
1,743E+3	-2,400E-7	5,297E-7	-1,200E-8	4,785E-7	2,403E-7	7,138E-7	-3,092E+0	-1,235E+2
1,743E+3	9,760E-7	3,984E-7	-5,260E-7	3,273E-7	1,109E-6	5,156E-7	-4,943E-1	-3,678E-1
1,744E+3	-3,040E-7	3,538E-7	-3,000E-7	3,690E-7	4,271E-7	5,112E-7	-2,363E+0	-4,001E+0
1,744E+3	5,020E-7	4,029E-7	1,240E-7	4,519E-7	5,171E-7	6,054E-7	2,422E-1	9,037E-1
1,744E+3	-8,800E-8	4,047E-7	-2,900E-7	4,249E-7	3,031E-7	5,868E-7	-1,865E+0	-9,004E+0
1,744E+3	-1,402E-6	3,221E-7	-1,768E-6	3,890E-7	2,256E-6	5,050E-7	-2,241E+0	-7,129E-1
1,744E+3	-1,020E-7	7,764E-7	1,780E-7	1,042E-6	2,052E-7	1,299E-6	2,091E+0	2,008E+1
1,745E+3	6,600E-8	6,169E-7	1,020E-7	4,720E-7	1,215E-7	7,767E-7	9,965E-1	1,039E+1
1,745E+3	6,800E-8	4,953E-7	-2,900E-7	5,178E-7	2,979E-7	7,165E-7	-1,340E+0	-1,005E+1
1,745E+3	2,500E-7	7,940E-7	2,540E-7	6,501E-7	3,564E-7	1,026E-6	7,933E-1	3,236E+0
1,746E+3	-9,460E-7	7,745E-7	-4,000E-8	8,581E-7	9,468E-7	1,156E-6	-3,099E+0	-6,654E+1
1,746E+3	-7,760E-7	1,062E-6	1,016E-22	1,019E-6	7,760E-7	1,472E-6	3,142E+0	3,150E+16
1,746E+3	-5,400E-8	7,579E-7	-2,800E-8	8,060E-7	6,083E-8	1,106E-6	-2,663E+0	-8,529E+1
1,746E+3	6,002E-6	3,005E-6	-3,840E-7	2,316E-6	6,014E-6	3,794E-6	-6,389E-2	-3,867E-1
1,746E+3	4,110E-6	3,222E-6	-1,242E-6	1,737E-6	4,294E-6	3,660E-6	-2,935E-1	-4,705E-1
1,747E+3	-1,200E-7	6,225E-7	2,180E-7	6,449E-7	2,488E-7	8,964E-7	2,074E+0	1,239E+1
1,747E+3	-7,600E-8	9,739E-7	-9,400E-8	9,448E-7	1,209E-7	1,357E-6	-2,251E+0	-3,666E+1
1,747E+3	1,076E-6	9,375E-7	-1,200E-7	8,670E-7	1,083E-6	1,277E-6	-1,111E-1	-8,082E-1
1,748E+3	-1,382E-6	5,189E-6	-1,818E-6	2,082E-6	2,284E-6	5,591E-6	-2,221E+0	-8,718E+0
1,748E+3	1,410E-6	4,297E-6	-8,638E-6	5,322E-6	8,752E-6	6,841E-6	-1,409E+0	-4,381E+0
1,748E+3	7,564E-6	6,035E-6	-3,620E-7	4,057E-6	7,573E-6	7,272E-6	-4,782E-2	-5,373E-1
1,748E+3	-4,790E-6	7,028E-6	9,502E-6	6,235E-6	1,064E-5	9,395E-6	2,038E+0	3,275E+0
1,748E+3	-2,180E-7	7,009E-6	1,140E-6	6,832E-6	1,161E-6	9,788E-6	1,760E+0	5,756E+1
1,749E+3	3,910E-6	9,047E-6	3,016E-5	1,164E-5	3,041E-5	1,474E-5	1,442E+0	3,382E+0
1,749E+3	9,990E-6	8,573E-6	3,894E-6	8,503E-6	1,072E-5	1,207E-5	3,717E-1	8,720E-1
1,749E+3	-1,075E-5	7,625E-6	5,340E-7	7,472E-6	1,077E-5	1,068E-5	3,092E+0	4,332E+1
1,750E+3	-1,762E-6	7,633E-6	-5,578E-6	8,221E-6	5,850E-6	1,122E-5	-1,877E+0	-8,588E+0
1,750E+3	5,786E-6	5,146E-6	-2,740E-7	4,931E-6	5,792E-6	7,127E-6	-4,732E-2	-8,527E-1
1,750E+3	-2,528E-6	4,513E-6	-1,620E-5	3,710E-6	1,640E-5	5,842E-6	-1,726E+0	-3,106E+0
1,750E+3	-3,840E-6	6,087E-6	4,540E-6	5,000E-6	5,946E-6	7,877E-6	2,273E+0	4,387E+0
1,750E+3	2,432E-6	3,635E-6	-3,920E-7	5,769E-6	2,463E-6	6,818E-6	-1,598E-1	-2,364E+0
1,751E+3	-2,542E-6	1,635E-6	-4,800E-6	2,258E-6	5,432E-6	2,788E-6	-2,058E+0	-1,640E+0
1,751E+3	2,368E-6	1,480E-6	3,086E-6	1,572E-6	3,890E-6	2,159E-6	9,163E-1	7,387E-1
1,751E+3	-3,320E-7	1,293E-6	-7,600E-7	1,464E-6	8,294E-7	1,953E-6	-1,983E+0	-8,613E+0
1,752E+3	-9,240E-7	1,224E-6	3,340E-7	1,476E-6	9,825E-7	1,918E-6	2,795E+0	1,290E+1
1,752E+3	-7,280E-7	9,057E-7	-1,568E-6	8,732E-7	1,729E-6	1,258E-6	-2,005E+0	-2,733E+0
1,752E+3	-4,000E-9	2,517E-6	1,550E-6	1,388E-6	1,550E-6	2,874E-6	1,573E+0	9,899E+2
1,752E+3	-7,520E-7	1,570E-6	5,700E-7	1,514E-6	9,436E-7	2,181E-6	2,493E+0	8,422E+0
1,752E+3	-2,550E-6	1,006E-6	-2,012E-6	8,706E-7	3,248E-6	1,331E-6	-2,474E+0	-1,449E+0
1,753E+3	-1,340E-7	6,716E-7	-9,040E-7	8,003E-7	9,139E-7	1,045E-6	-1,718E+0	-8,744E+0
1,753E+3	8,800E-8	1,115E-6	4,560E-7	1,325E-6	4,644E-7	1,732E-6	1,380E+0	1,794E+1
1,753E+3	2,000E-8	9,563E-7	2,372E-6	1,028E-6	2,372E-6	1,404E-6	1,562E+0	7,471E+1
1,754E+3	4,600E-8	3,894E-7	-1,700E-7	4,631E-7	1,761E-7	6,050E-7	-1,307E+0	-1,162E+1
1,754E+3	9,200E-8	3,099E-7	-4,440E-7	3,434E-7	4,534E-7	4,625E-7	-1,366E+0	-4,723E+0
1,754E+3	-4,340E-7	5,807E-7	-3,380E-7	5,212E-7	5,501E-7	7,802E-7	-2,480E+0	-5,063E+0
1,754E+3	-5,440E-7	3,787E-7	-1,200E-7	4,209E-7	5,571E-7	5,662E-7	-2,924E+0	-1,046E+1
1,754E+3	2,320E-7	2,644E-7	1,680E-7	3,002E-7	2,864E-7	4,000E-7	6,267E-1	1,328E+0
1,755E+3	3,400E-7	2,692E-7	4,000E-8	2,742E-7	3,423E-7	3,843E-7	1,171E-1	8,082E-1
1,755E+3	6,800E-8	2,340E-7	1,300E-7	2,210E-7	1,467E-7	3,219E-7	1,089E+0	4,179E+0
1,755E+3	3,920E-7	1,613E-7	-2,280E-7	2,066E-7	4,535E-7	2,621E-7	-5,268E-1	-5,243E-1
1,756E+3	2,380E-7	1,695E-7	4,400E-8	1,356E-7	2,420E-7	2,170E-7	1,828E-1	5,781E-1
1,756E+3	3,060E-7	1,632E-7	-1,100E-7	1,637E-7	3,252E-7	2,312E-7	-3,451E-1	-5,457E-1
1,756E+3	1,960E-7	1,335E-7	-1,200E-7	1,170E-7	2,298E-7	1,775E-7	-5,494E-1	-6,533E-1
1,756E+3	4,800E-8	1,393E-7	-2,360E-7	1,100E-7	2,408E-7	1,775E-7	-1,370E+0	-4,026E+0
1,756E+3	4,120E-7	1,492E-7	3,780E-7	1,382E-7	5,591E-7	2,034E-7	7,424E-1	3,821E-1
1,757E+3	3,660E-7	1,816E-7	-1,600E-8	1,546E-7	3,663E-7	2,385E-7	-4,369E-2	-4,226E-1
1,757E+3	3,680E-7	1,561E-7	-4,000E-9	1,402E-7	3,680E-7	2,098E-7	-1,087E-2	-3,809E-1
1,757E+3	4,040E-7	1,043E-7	5,000E-8	1,329E-7	4,071E-7	1,689E-7	1,231E-1	3,288E-1
1,758E+3	4,060E-7	1,146E-7	3,200E-8	1,120E-7	4,073E-7	1,602E-7	7,866E-2	2,762E-1
1,758E+3	4,400E-7	1,048E-7	-3,100E-7	1,140E-7	5,382E-7	1,548E-7	-6,138E-1	-2,689E-1
1,758E+3	3,940E-7	1,268E-7	-6,400E-8	1,157E-7	3,992E-7	1,716E-7	-1,610E-1	-2,956E-1
1,758E+3	4,960E-7	1,149E-7	4,800E-8	9,838E-8	4,983E-7	1,513E-7	9,647E-2	1,990E-1
1,758E+3	5,060E-7	7,918E-8	-1,440E-7	9,075E-8	5,261E-7	1,204E-7	-2,773E-1	-1,800E-1
1,759E+3	2,800E-7	1,234E-7	-1,400E-8	9,520E-8	2,803E-7	1,558E-7	-4,996E-2	-3,404E-1
1,759E+3	3,860E-7	1,387E-7	4,400E-8	1,097E-7	3,885E-7	1,768E-7	1,135E-1	2,858E-1
1,759E+3	5,060E-7	6,528E-8	-9,600E-8	6,184E-8	5,150E-7	8,992E-8	-1,875E-1	-1,232E-1
1,760E+3	4,460E-7	1,323E-7	-9,000E-8	9,390E-8	4,550E-7	1,622E-7	-1,991E-1	-2,160E-1
1,760E+3	4,600E-7	1,144E-7	1,200E-7	1,157E-7	4,754E-7	1,627E-7	2,552E-1	2,540E-1
1,760E+3	2,900E-7	1,114E-7	-8,200E-8	1,303E-7	3,014E-7	1,714E-7	-2,756E-1	-4,504E-1
1,760E+3	4,360E-7	1,179E-7	-3,200E-8	1,287E-7	4,372E-7	1,746E-7	-7,326E-2	-2,954E-1
1,760E+3	2,420E-7	1,645E-7	-3,400E-8	8,971E-8	2,444E-7	1,874E-7	-1,396E-1	-3,803E-1
1,761E+3	5,260E-7	8,063E-8	1,200E-8	8,467E-8	5,261E-7	1,169E-7	2,281E-2	1,610E-1
1,761E+3	5,200E-7	1,069E-7	6,600E-8	8,716E-8	5,242E-7	1,380E-7	1,262E-1	1,687E-1
1,761E+3	2,840E-7	1,084E-7	1,460E-7	1,348E-7	3,193E-7	1,730E-7	4,749E-1	4,743E-1
1,762E+3	4,860E-7	1,079E-7	2,120E-7	8,283E-8	5,302E-7	1,360E-7	4,113E-1	1,848E-1
1,762E+3	5,980E-7	6,497E-8	8,600E-8	7,203E-8	6,042E-7	9,700E-8	1,428E-1	1,206E-1
1,762E+3	5,640E-7	5,892E-8	4,600E-8	7,794E-8	5,659E-7	9,770E-8	8,138E-2	1,381E-1
1,762E+3	5,440E-7	6,016E-8	-6,400E-8	8,488E-8	5,478E-7	1,040E-7	-1,171E-1	-1,559E-1
1,762E+3	4,820E-7	5,369E-8	1,540E-7	5,575E-8	5,060E-7	7,740E-8	3,093E-1	1,171E-1
1,763E+3	6,460E-7	5,033E-8	5,400E-8	4,300E-8	6,483E-7	6,620E-8	8,340E-2	6,673E-2
1,763E+3	6,360E-7	5,296E-8	3,600E-8	4,757E-8	6,370E-7	7,118E-8	5,654E-2	7,486E-2
1,763E+3	7,080E-7	5,878E-8	2,600E-8	5,554E-8	7,085E-7	8,087E-8	3,671E-2	7,847E-2
1,764E+3	6,340E-7	4,706E-8	8,000E-9	4,997E-8	6,341E-7	6,864E-8	1,262E-2	7,882E-2
1,764E+3	6,480E-7	3,736E-8	-6,000E-9	5,659E-8	6,480E-7	6,781E-8	-9,259E-3	-8,733E-2
